Jobs_per_ 1Minute,Jobs_per_ 5 Minutes,Jobs_per_ 15Minutes,Mem capacity,Disk_capacity_GB,Num_of_CPU_Cores,CPU_speed_per_Core,Avg_Recieve_Kbps,Avg_Transmit_Kbps,Class_Name
4.818,5.182,6.273,64,133.099,16,1,10.708,40.209,'Very Low'
6.455,6.636,8.636,64,133.099,16,1,10.701,13.784,'Very Low'
2.909,3,3.636,64,133.099,16,1,10.701,13.784,'Very Low'
13.273,13.091,14.364,64,133.099,16,1,10.708,40.209,'Very Low'
17.091,16.818,17,64,133.099,16,1,61.802,22.436,'Very Low'
8.803,8.736,8.74,64,133.099,16,1,33.956,221.007,'Very Low'
3.636,3.636,3.545,64,133.099,16,1,10.708,40.209,'Very Low'
16.909,17.455,17.182,64,133.099,16,1,61.802,22.436,'Very Low'
10.9,11.1,11.3,64,133.099,16,1,10.708,40.209,'Very Low'
3.727,3.818,3.727,64,133.099,16,1,10.708,40.209,'Very Low'
14.1,14.6,14.8,64,133.099,16,1,61.802,22.436,'Very Low'
14.091,14.273,14,64,133.099,16,1,33.956,221.007,'Very Low'
31.818,32.636,34.818,64,133.099,16,1,61.802,22.436,'Low'
5.273,5.091,5.909,64,133.099,16,1,10.708,40.209,'Very Low'
21.727,20,18.545,64,133.099,16,1,61.802,22.436,'Very Low'
3.455,3.818,3.909,64,133.099,16,1,10.708,40.209,'Very Low'
12.3,12.8,13.4,64,133.099,16,1,61.802,22.436,'Very Low'
4.5,4.2,4.1,64,133.099,16,1,10.708,40.209,'Very Low'
12.3,12.9,13.4,64,133.099,16,1,61.802,22.436,'Very Low'
14.339,14.264,14.181,64,133.099,16,1,34.677,5.949,'Very Low'
17.909,18.636,19.545,64,133.099,16,1,10.708,40.209,'Very Low'
4.64,4.605,4.609,64,133.099,16,1,27.556,29.739,'Very Low'
13.455,13.273,13,64,133.099,16,1,61.802,22.436,'Very Low'
37.636,36.909,36,64,133.099,16,1,10.708,40.209,'Low'
13.1,13.3,13,64,133.099,16,1,10.708,40.209,'Very Low'
12.273,12.636,12.636,64,133.099,16,1,33.956,221.007,'Very Low'
26,26.1,25.3,64,133.099,16,1,33.956,221.007,'Low'
17.8,16.4,14.9,64,133.099,16,1,33.956,221.007,'Very Low'
3.455,3.727,3.727,64,133.099,16,1,10.708,40.209,'Very Low'
11.273,10.455,9.182,64,133.099,16,1,10.701,13.784,'Very Low'
13.2,12.3,12.2,64,133.099,16,1,61.802,22.436,'Very Low'
3.455,3.727,4.182,64,133.099,16,1,10.701,13.784,'Very Low'
16.535,16.524,16.48,64,133.099,16,1,33.956,221.007,'Very Low'
30.3,29.8,28.9,64,133.099,16,1,61.802,22.436,'Very Low'
11.4,12.8,13.1,64,133.099,16,1,61.802,22.436,'Very Low'
8.681,8.748,8.744,64,133.099,16,1,119.749,232.848,'Very Low'
11.9,11.9,12.2,64,133.099,16,1,61.802,22.436,'Very Low'
13.9,13.8,13.8,64,133.099,16,1,10.708,40.209,'Very Low'
3.636,3.727,4.091,64,133.099,16,1,10.701,13.784,'Very Low'
12.273,12.364,12.545,64,133.099,16,1,61.802,22.436,'Very Low'
4.161,4.114,4.122,64,133.099,16,1,119.749,232.848,'Very Low'
8.4,9.1,10.1,64,133.099,16,1,10.708,40.209,'Very Low'
13.364,12.727,13.182,64,133.099,16,1,61.802,22.436,'Very Low'
4.268,4.189,4.181,64,133.099,16,1,5.193,7.859,'Very Low'
6.636,6.818,7.818,64,133.099,16,1,10.701,13.784,'Very Low'
4.6,5.2,6.2,64,133.099,16,1,10.701,13.784,'Very Low'
9.182,9.273,9.545,64,133.099,16,1,10.701,13.784,'Very Low'
7.5,6.8,6.9,64,133.099,16,1,10.708,40.209,'Very Low'
4.2,4.1,3.8,64,133.099,16,1,10.701,13.784,'Very Low'
12.091,12,12.091,64,133.099,16,1,61.802,22.436,'Very Low'
19.1,18.7,16.7,64,133.099,16,1,33.956,221.007,'Very Low'
68.273,67,60.091,64,133.099,16,1,10.708,40.209,'Medium'
3.091,3.182,3.182,64,133.099,16,1,10.708,40.209,'Very Low'
20.5,20.5,21,64,133.099,16,1,61.802,22.436,'Very Low'
25.2,24.1,22.3,64,133.099,16,1,61.802,22.436,'Very Low'
17.818,18.091,17.909,64,133.099,16,1,10.708,40.209,'Very Low'
9.091,9.455,5,2,128.72872,2,3,393.896,197.608,'Very Low'
5.727,6.091,1.364,2,128.72872,2,3,393.896,197.608,'Very Low'
7.909,7.909,3.091,2,128.72872,2,3,271.681,22.507,'Very Low'
7.091,6.364,3.727,2,128.72872,2,3,271.681,22.507,'Very Low'
5.833,7,6.583,2,128.72872,2,3,271.681,22.507,'Very Low'
6.091,7.818,6.091,2,128.72872,2,3,271.681,22.507,'Very Low'
10.909,7.273,2.273,2,128.72872,2,3,393.896,197.608,'Very Low'
5.273,6.091,5.091,2,128.72872,2,3,393.896,197.608,'Very Low'
4.455,6.364,2.727,2,128.72872,2,3,271.681,22.507,'Very Low'
5.364,5.182,1.727,2,128.72872,2,3,271.681,22.507,'Very Low'
11.091,8.727,6.091,2,128.72872,2,3,271.681,22.507,'Very Low'
7.364,6.182,2.091,2,128.72872,2,3,393.896,197.608,'Very Low'
4.909,5.636,2.273,2,128.72872,2,3,271.681,22.507,'Very Low'
6.727,6,3.091,2,128.72872,2,3,271.681,22.507,'Very Low'
4.818,5.364,5.364,2,128.72872,2,3,271.681,22.507,'Very Low'
8.182,6.091,1.364,2,128.72872,2,3,271.681,22.507,'Very Low'
8.273,7.091,3.364,2,128.72872,2,3,271.681,22.507,'Very Low'
14,12.273,7.818,2,128.72872,2,3,271.681,22.507,'Very Low'
11.182,10.545,6.273,2,128.72872,2,3,393.896,197.608,'Very Low'
11.727,8.364,3.182,2,128.72872,2,3,271.681,22.507,'Very Low'
9.727,7.273,4.273,2,128.72872,2,3,271.681,22.507,'Very Low'
15.636,13.545,10.636,2,128.72872,2,3,271.681,22.507,'Very Low'
6.273,5.636,1.455,2,128.72872,2,3,271.681,22.507,'Very Low'
10.545,9.273,4.727,2,128.72872,2,3,393.896,197.608,'Very Low'
6.273,5.091,0.545,2,128.72872,2,3,393.896,197.608,'Very Low'
9,8.636,5.091,2,128.72872,2,3,271.681,22.507,'Very Low'
11.333,8.917,5,2,128.72872,2,3,271.681,22.507,'Very Low'
9.417,7,3.333,2,128.72872,2,3,271.681,22.507,'Very Low'
7.583,8.917,6.75,2,128.72872,2,3,271.681,22.507,'Very Low'
9.545,8,4.818,2,128.72872,2,3,393.896,197.608,'Very Low'
12.273,9.909,7.727,2,128.72872,2,3,271.681,22.507,'Very Low'
9.182,7.182,1.545,2,128.72872,2,3,271.681,22.507,'Very Low'
6.455,4.727,0.545,2,128.72872,2,3,271.681,22.507,'Very Low'
10.091,7.909,5.455,2,128.72872,2,3,271.681,22.507,'Very Low'
12.5,10.75,6.667,2,128.72872,2,3,271.681,22.507,'Very Low'
6.273,8,3.727,2,128.72872,2,3,271.681,22.507,'Very Low'
6.909,6.636,1.636,2,128.72872,2,3,393.896,197.608,'Very Low'
10.455,7.273,5.364,2,128.72872,2,3,271.681,22.507,'Very Low'
6.636,6,2.818,2,128.72872,2,3,271.681,22.507,'Very Low'
10.818,10.455,8.182,2,128.72872,2,3,271.681,22.507,'Very Low'
14.273,9.364,6.818,2,128.72872,2,3,271.681,22.507,'Very Low'
7.909,7.182,7.182,2,128.72872,2,3,271.681,22.507,'Very Low'
6.636,6,3.273,2,128.72872,2,3,393.896,197.608,'Very Low'
10.727,9.091,5.455,2,128.72872,2,3,271.681,22.507,'Very Low'
6.818,5.818,3.091,2,128.72872,2,3,271.681,22.507,'Very Low'
19.333,12.5,7.583,2,128.72872,2,3,271.681,22.507,'Very Low'
9.545,10.364,7.636,2,128.72872,2,3,271.681,22.507,'Very Low'
9,8.727,7.818,2,128.72872,2,3,271.681,22.507,'Very Low'
10.364,9.273,7.091,2,128.72872,2,3,271.681,22.507,'Very Low'
6.364,5.818,2.545,2,128.72872,2,3,271.681,22.507,'Very Low'
13.636,10.818,8.182,4,491.775,4,3,10780,15434,'Very Low'
16.091,10.091,4.727,4,491.775,4,3,1967,305.704,'Very Low'
8.545,6.545,1.182,4,491.775,4,3,663.673,2771,'Very Low'
15.415,13.233,10.804,4,491.775,4,3,62.613,4884,'Very Low'
12.5,9.667,8.417,4,491.775,4,3,663.673,2771,'Very Low'
15.455,14.182,10.636,4,491.775,4,3,1967,305.704,'Very Low'
9.75,7.833,7,4,491.775,4,3,1967,305.704,'Very Low'
8.273,6.818,1.091,4,491.775,4,3,1967,305.704,'Very Low'
8.083,7.5,3.5,4,491.775,4,3,663.673,2771,'Very Low'
11.934,10.835,8.996,4,491.775,4,3,1362,24.802,'Very Low'
9.545,8.909,8.455,4,491.775,4,3,1967,305.704,'Very Low'
8.273,8,8.364,4,491.775,4,3,663.673,2771,'Very Low'
9.091,9.545,8.545,4,491.775,4,3,10780,15434,'Very Low'
8.5,7.167,3.083,4,491.775,4,3,1967,305.704,'Very Low'
10.75,8,3.917,4,491.775,4,3,1967,305.704,'Very Low'
18.727,12.636,7.182,4,491.775,4,3,10780,15434,'Very Low'
4.909,5.455,4.727,4,491.775,4,3,1967,305.704,'Very Low'
12.818,8.818,8.273,4,491.775,4,3,1967,305.704,'Very Low'
13.64,12.015,10.091,4,491.775,4,3,3.666,24.975,'Very Low'
8.417,9,7.417,4,491.775,4,3,10780,15434,'Very Low'
14.108,12.937,10.425,4,491.775,4,3,62.613,4884,'Very Low'
9.667,8.667,8.417,4,491.775,4,3,1967,305.704,'Very Low'
31.545,22.818,13,4,491.775,4,3,10780,15434,'Very Low'
18.667,15.667,13,4,491.775,4,3,10780,15434,'Very Low'
12.621,11.5,9.757,4,491.775,4,3,62.613,4884,'Very Low'
9.333,7.667,7.167,4,491.775,4,3,10780,15434,'Very Low'
9.25,8.833,8.083,4,491.775,4,3,1967,305.704,'Very Low'
14.091,13.091,12.727,4,491.775,4,3,1967,305.704,'Very Low'
5.273,6.545,7,4,491.775,4,3,10780,15434,'Very Low'
5.182,7.364,7.364,4,491.775,4,3,1967,305.704,'Very Low'
4.636,4.909,0.909,4,491.775,4,3,976.148,4953,'Very Low'
10.909,8.091,6.364,4,491.775,4,3,1967,305.704,'Very Low'
9.273,7.727,6.818,4,491.775,4,3,10780,15434,'Very Low'
8.818,8.818,7.727,4,491.775,4,3,1967,305.704,'Very Low'
9.455,6.636,1.545,4,491.775,4,3,10780,15434,'Very Low'
9.182,8.818,8.273,4,491.775,4,3,1967,305.704,'Very Low'
13.917,12.75,9.667,4,491.775,4,3,663.673,2771,'Very Low'
12.565,11.277,9.616,4,491.775,4,3,1861,4988,'Very Low'
10.667,10.25,9.083,4,491.775,4,3,976.148,4953,'Very Low'
12,9.455,6.455,4,491.775,4,3,663.673,2771,'Very Low'
4.455,5.182,3.636,4,491.775,4,3,976.148,4953,'Very Low'
15.417,10.5,8.667,4,491.775,4,3,10780,15434,'Very Low'
15.667,14.417,10.25,4,491.775,4,3,10780,15434,'Very Low'
7.364,8.182,7.818,4,491.775,4,3,663.673,2771,'Very Low'
12.182,11.455,8.909,4,491.775,4,3,10780,15434,'Very Low'
8.299,6.985,4.066,4,491.775,4,3,62.613,4884,'Very Low'
29.182,23.182,10.273,4,491.775,4,3,1967,305.704,'Very Low'
11.75,11.25,9.083,4,491.775,4,3,10780,15434,'Very Low'
13.467,12.121,10.059,4,491.775,4,3,1861,4988,'Very Low'
8.833,8.5,7.167,4,491.775,4,3,1967,305.704,'Very Low'
18.273,14.273,10.182,4,491.775,4,3,1967,305.704,'Very Low'
7.455,8.727,8.364,4,491.775,4,3,10780,15434,'Very Low'
13.398,12.149,10.167,4,491.775,4,3,104.64,4857,'Very Low'
12.182,7.909,2,4,491.775,4,3,663.673,2771,'Very Low'
9.727,9.182,8.455,4,491.775,4,3,1967,305.704,'Very Low'
9.636,8.273,7.182,4,491.775,4,3,10780,15434,'Very Low'
12.1,10.738,8.41,4,491.775,4,3,976.148,4953,'Very Low'
7.083,6.917,6.583,4,491.775,4,3,976.148,4953,'Very Low'
30.727,22.455,14.364,4,491.775,4,3,663.673,2771,'Very Low'
17.455,11.818,6.909,4,491.775,4,3,10780,15434,'Very Low'
12.583,11.417,9.417,4,491.775,4,3,663.673,2771,'Very Low'
13.31,12.21,9.974,4,491.775,4,3,169.677,4944,'Very Low'
9,7.545,6.636,4,491.775,4,3,663.673,2771,'Very Low'
10.818,9.364,6.273,4,491.775,4,3,1967,305.704,'Very Low'
18,15.273,12.273,4,491.775,4,3,10780,15434,'Very Low'
8.455,10.545,8.636,4,491.775,4,3,663.673,2771,'Very Low'
13.353,12.32,10.454,4,491.775,4,3,3.666,24.975,'Very Low'
14.727,10.909,9.182,4,491.775,4,3,1967,305.704,'Very Low'
12,10.727,8.273,4,491.775,4,3,663.673,2771,'Very Low'
6.75,6.083,4.25,4,491.775,4,3,663.673,2771,'Very Low'
16.364,13.364,10.545,4,491.775,4,3,663.673,2771,'Very Low'
6.727,8.273,5.182,4,491.775,4,3,10780,15434,'Very Low'
19.818,18.455,16.273,4,491.775,4,3,10780,15434,'Very Low'
15.273,15.636,13,4,491.775,4,3,1967,305.704,'Very Low'
12.744,11.607,9.793,4,491.775,4,3,3.666,24.975,'Very Low'
12.295,11.085,9.683,4,491.775,4,3,104.64,4857,'Very Low'
11.879,10.636,7.993,4,491.775,4,3,1362,24.802,'Very Low'
6.909,7.455,7.545,4,491.775,4,3,10780,15434,'Very Low'
5.091,7.273,7,4,491.775,4,3,10780,15434,'Very Low'
8.878,8.491,6.026,4,491.775,4,3,621.088,5346,'Very Low'
11.091,10.273,9.273,4,491.775,4,3,10780,15434,'Very Low'
8.083,6.417,2.917,4,491.775,4,3,1967,305.704,'Very Low'
15.364,13.364,9.909,4,491.775,4,3,1967,305.704,'Very Low'
16.333,17.333,15.167,4,491.775,4,3,1967,305.704,'Very Low'
19.833,22,19.167,4,491.775,4,3,1967,305.704,'Very Low'
11,8.273,2.545,4,491.775,4,3,10780,15434,'Very Low'
11.804,10.232,7.472,4,491.775,4,3,1362,24.802,'Very Low'
16.091,14.364,10.455,4,491.775,4,3,10780,15434,'Very Low'
16.799,15.157,13.213,4,491.775,4,3,62.613,4884,'Very Low'
25.667,23.75,16.5,4,491.775,4,3,1967,305.704,'Very Low'
13.636,10.182,8.273,4,491.775,4,3,1967,305.704,'Very Low'
11.083,9.667,8.333,4,491.775,4,3,10780,15434,'Very Low'
13.38,12.429,10.305,4,491.775,4,3,250.984,4874,'Very Low'
6.182,7.182,7.364,4,491.775,4,3,1967,305.704,'Very Low'
10.68,9.191,6.32,4,491.775,4,3,1362,24.802,'Very Low'
7.917,7.5,6.667,4,491.775,4,3,663.673,2771,'Very Low'
14.727,10.545,8.545,4,491.775,4,3,976.148,4953,'Very Low'
11.893,9.783,6.915,4,491.775,4,3,621.088,5346,'Very Low'
12.583,11.808,10.033,4,491.775,4,3,169.677,4944,'Very Low'
6.805,5.695,1.967,4,491.775,4,3,62.613,4884,'Very Low'
11.081,9.574,6.728,4,491.775,4,3,621.088,5346,'Very Low'
10.292,8.911,5.369,4,491.775,4,3,621.088,5346,'Very Low'
7.75,9,8.583,4,491.775,4,3,10780,15434,'Very Low'
8.091,7,6.636,4,491.775,4,3,1967,305.704,'Very Low'
10.273,7.545,2.455,4,491.775,4,3,663.673,2771,'Very Low'
8,7.455,6.636,4,491.775,4,3,663.673,2771,'Very Low'
10.812,9.594,7.402,4,491.775,4,3,1362,24.802,'Very Low'
21.833,22.917,25.417,4,491.775,4,3,663.673,2771,'Very Low'
14.909,9.455,7.455,4,491.775,4,3,10780,15434,'Very Low'
8.917,9.083,8.5,4,491.775,4,3,663.673,2771,'Very Low'
12.091,9.909,8.455,4,491.775,4,3,1967,305.704,'Very Low'
14.364,11.091,8.909,4,491.775,4,3,976.148,4953,'Very Low'
9.25,9.417,6.333,4,491.775,4,3,10780,15434,'Very Low'
19.818,21.818,26.455,4,491.775,4,3,1967,305.704,'Very Low'
7.909,8,7.091,4,491.775,4,3,976.148,4953,'Very Low'
13.917,11.833,9.25,4,491.775,4,3,10780,15434,'Very Low'
13.545,11.273,9.455,4,491.775,4,3,10780,15434,'Very Low'
8.455,8.182,7.545,4,491.775,4,3,1967,305.704,'Very Low'
31.636,24.364,13.545,4,491.775,4,3,10780,15434,'Very Low'
8.455,7.727,4,4,491.775,4,3,1967,305.704,'Very Low'
13.818,13.727,19.273,4,491.775,4,3,10780,15434,'Very Low'
18.083,15.667,11,4,491.775,4,3,10780,15434,'Very Low'
15.545,9.727,8.727,4,491.775,4,3,1967,305.704,'Very Low'
26.545,25.909,28.545,4,491.775,4,3,10780,15434,'Very Low'
11.018,9.428,6.701,4,491.775,4,3,250.984,4874,'Very Low'
10.75,9.75,7.417,4,491.775,4,3,663.673,2771,'Very Low'
14.364,9.091,4.364,4,491.775,4,3,10780,15434,'Very Low'
11.818,19.273,25.364,4,491.775,4,3,1967,305.704,'Very Low'
15.166,14.096,10.86,4,491.775,4,3,250.984,4874,'Very Low'
15.917,16.083,12.167,4,491.775,4,3,1967,305.704,'Very Low'
15.818,12.545,9.364,4,491.775,4,3,10780,15434,'Very Low'
39.182,41.364,44.182,4,491.775,4,3,663.673,2771,'Very Low'
10.636,11.455,9.455,4,491.775,4,3,10780,15434,'Very Low'
7.333,6.25,1.25,4,491.775,4,3,10780,15434,'Very Low'
11.818,9.364,6.909,4,491.775,4,3,663.673,2771,'Very Low'
24.364,20.455,13,4,491.775,4,3,1967,305.704,'Very Low'
25.833,39.417,43.833,4,491.775,4,3,10780,15434,'Very Low'
20,12.091,9.091,4,491.775,4,3,10780,15434,'Very Low'
10.818,8,5.636,4,491.775,4,3,976.148,4953,'Very Low'
8,9.917,7.167,4,491.775,4,3,10780,15434,'Very Low'
10.182,8.636,6.545,4,491.775,4,3,10780,15434,'Very Low'
7.545,6.182,3.545,4,491.775,4,3,663.673,2771,'Very Low'
14.552,12.627,10.153,4,491.775,4,3,250.984,4874,'Very Low'
14.454,13.561,11.613,4,491.775,4,3,976.148,4953,'Very Low'
13.273,14.818,13.727,4,491.775,4,3,1967,305.704,'Very Low'
27.091,32.818,38.909,4,491.775,4,3,10780,15434,'Very Low'
12.336,10.897,8.041,4,491.775,4,3,1362,24.802,'Very Low'
31.333,26.5,16.333,4,491.775,4,3,10780,15434,'Very Low'
21.545,16,12.636,4,491.775,4,3,976.148,4953,'Very Low'
33.25,25.667,16,4,491.775,4,3,1967,305.704,'Very Low'
19.455,15.636,12.091,4,491.775,4,3,1967,305.704,'Very Low'
9.636,8,8,4,491.775,4,3,10780,15434,'Very Low'
8.545,9.727,8.545,4,491.775,4,3,10780,15434,'Very Low'
8.091,10.727,9.364,4,491.775,4,3,976.148,4953,'Very Low'
11.545,9.909,8.364,4,491.775,4,3,10780,15434,'Very Low'
16.167,21.25,23.667,4,491.775,4,3,1967,305.704,'Very Low'
47.455,46.636,49.182,4,491.775,4,3,663.673,2771,'Very Low'
11.091,9.818,7.909,4,491.775,4,3,10780,15434,'Very Low'
9.25,7.583,5,4,491.775,4,3,663.673,2771,'Very Low'
6.545,7.091,4.545,4,491.775,4,3,10780,15434,'Very Low'
14.273,13,9.545,4,491.775,4,3,1967,305.704,'Very Low'
9,6.667,3,4,491.775,4,3,1967,305.704,'Very Low'
11.727,11.727,9.818,4,491.775,4,3,10780,15434,'Very Low'
10.455,9,7.727,4,491.775,4,3,663.673,2771,'Very Low'
15.667,14.667,13.333,4,491.775,4,3,1967,305.704,'Very Low'
6.5,7,7,4,491.775,4,3,976.148,4953,'Very Low'
12.846,11.771,10.079,4,491.775,4,3,3.666,24.975,'Very Low'
13.909,11.818,9.364,4,491.775,4,3,976.148,4953,'Very Low'
12.917,8.75,6.75,4,491.775,4,3,10780,15434,'Very Low'
15.545,13.818,11,4,491.775,4,3,1967,305.704,'Very Low'
15,9.833,7.167,4,491.775,4,3,1967,305.704,'Very Low'
13,10.364,8.727,4,491.775,4,3,10780,15434,'Very Low'
28.909,23.091,14.364,4,491.775,4,3,10780,15434,'Very Low'
22.182,23,26.545,4,491.775,4,3,1967,305.704,'Very Low'
11.5,10.667,8.417,4,491.775,4,3,976.148,4953,'Very Low'
9.083,7.833,7.333,4,491.775,4,3,1967,305.704,'Very Low'
6.727,6.455,3.636,4,491.775,4,3,663.673,2771,'Very Low'
10,8.545,6.727,4,491.775,4,3,1967,305.704,'Very Low'
8.273,8.364,2,4,491.775,4,3,1967,305.704,'Very Low'
9.364,7.818,5.909,4,491.775,4,3,1967,305.704,'Very Low'
10.364,9.364,8.455,4,491.775,4,3,1967,305.704,'Very Low'
6.909,7.818,6.909,4,491.775,4,3,1967,305.704,'Very Low'
12.621,11.313,8.949,4,491.775,4,3,976.148,4953,'Very Low'
7.545,6.364,3.818,4,491.775,4,3,1967,305.704,'Very Low'
14,9.833,8.5,4,491.775,4,3,976.148,4953,'Very Low'
16.364,15.273,11.636,4,491.775,4,3,1967,305.704,'Very Low'
20.75,17.667,14.75,4,491.775,4,3,10780,15434,'Very Low'
16.833,15.167,10.917,4,491.775,4,3,1967,305.704,'Very Low'
11.182,9.636,7.818,4,491.775,4,3,10780,15434,'Very Low'
19.909,15.273,12.364,4,491.775,4,3,1967,305.704,'Very Low'
10.909,8.545,7.182,4,491.775,4,3,1967,305.704,'Very Low'
18.417,15.167,11.417,4,491.775,4,3,1967,305.704,'Very Low'
13.996,12.185,10.332,4,491.775,4,3,169.677,4944,'Very Low'
10.703,10.071,9.089,4,491.775,4,3,1861,4988,'Very Low'
8.455,8.182,7.273,4,491.775,4,3,1967,305.704,'Very Low'
5.364,7.545,7.545,4,491.775,4,3,1967,305.704,'Very Low'
10,9.75,8.25,4,491.775,4,3,976.148,4953,'Very Low'
31.818,21.545,11.636,4,491.775,4,3,663.673,2771,'Very Low'
14.273,11.818,9.364,4,491.775,4,3,10780,15434,'Very Low'
15.545,9.818,7.091,4,491.775,4,3,1967,305.704,'Very Low'
5.083,5,1,4,1037.926,4,3,55.159,871.422,'Very Low'
9.5,10.167,6.917,4,1037.926,4,3,55.159,871.422,'Very Low'
6.273,4.818,0.727,4,1037.926,4,3,144.959,884.409,'Very Low'
5.545,4,0.364,4,1037.926,4,3,55.159,871.422,'Very Low'
12.636,13.273,10,4,1037.926,4,3,55.159,871.422,'Very Low'
7.909,4.818,0.455,4,1037.926,4,3,144.959,884.409,'Very Low'
5.273,4.455,0.455,4,1037.926,4,3,2.495,1093,'Very Low'
4.636,3.636,0.455,4,1037.926,4,3,55.159,871.422,'Very Low'
13.5,11.667,7.917,4,1037.926,4,3,144.959,884.409,'Very Low'
5.833,5,0.5,4,1037.926,4,3,55.159,871.422,'Very Low'
7.583,5.5,1,4,1037.926,4,3,55.159,871.422,'Very Low'
4.636,4.364,0.364,4,1037.926,4,3,144.959,884.409,'Very Low'
4.583,4.25,0.417,4,1037.926,4,3,55.159,871.422,'Very Low'
9.909,11.091,10,4,1037.926,4,3,600.927,2925,'Very Low'
6.364,5.364,0.545,4,1037.926,4,3,2.495,1093,'Very Low'
3.818,4,0.273,4,1037.926,4,3,600.927,2925,'Very Low'
6.449,4.967,1.783,4,1037.926,4,3,1794,618.712,'Very Low'
5,3.818,0.273,4,1037.926,4,3,600.927,2925,'Very Low'
8.55,7.428,2.827,4,1037.926,4,3,602.056,609.874,'Very Low'
7.909,6.545,1.091,4,1037.926,4,3,55.159,871.422,'Very Low'
3.545,3.364,0.273,4,1037.926,4,3,2.495,1093,'Very Low'
5.083,4.167,0.333,4,1037.926,4,3,55.159,871.422,'Very Low'
4.75,3.917,0.25,4,1037.926,4,3,55.159,871.422,'Very Low'
9.667,7.333,2.583,4,1037.926,4,3,600.927,2925,'Very Low'
3.273,3.909,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
3.273,4,0.545,4,1037.926,4,3,2.495,1093,'Very Low'
6.273,4.364,0.364,4,1037.926,4,3,600.927,2925,'Very Low'
5.565,4.542,0.694,4,1037.926,4,3,2.495,1093,'Very Low'
7.333,5.333,0.5,4,1037.926,4,3,144.959,884.409,'Very Low'
8.57,7.327,3.25,4,1037.926,4,3,470.332,542.713,'Very Low'
11.583,7.167,1.75,4,1037.926,4,3,600.927,2925,'Very Low'
5.455,4.909,0.364,4,1037.926,4,3,600.927,2925,'Very Low'
5.455,6.273,1.091,4,1037.926,4,3,144.959,884.409,'Very Low'
6.545,4.273,0.545,4,1037.926,4,3,55.159,871.422,'Very Low'
5,4.818,0.818,4,1037.926,4,3,55.159,871.422,'Very Low'
4.909,5.636,1.182,4,1037.926,4,3,600.927,2925,'Very Low'
4.091,4.091,0.091,4,1037.926,4,3,2.495,1093,'Very Low'
4.727,6.364,2.727,4,1037.926,4,3,55.159,871.422,'Very Low'
3.818,2.545,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
6.727,4.545,0.455,4,1037.926,4,3,55.159,871.422,'Very Low'
4.75,4.167,0.75,4,1037.926,4,3,144.959,884.409,'Very Low'
5.441,4.485,1.246,4,1037.926,4,3,1794,618.712,'Very Low'
9.624,8.373,3.823,4,1037.926,4,3,296.937,299.657,'Very Low'
4.636,4.455,0.636,4,1037.926,4,3,144.959,884.409,'Very Low'
4,4,0.273,4,1037.926,4,3,144.959,884.409,'Very Low'
2.667,3.583,0.25,4,1037.926,4,3,144.959,884.409,'Very Low'
4.917,4.417,0.583,4,1037.926,4,3,2.495,1093,'Very Low'
3.25,3.917,0.167,4,1037.926,4,3,144.959,884.409,'Very Low'
6.333,5,0.417,4,1037.926,4,3,600.927,2925,'Very Low'
5.5,4.583,0.5,4,1037.926,4,3,55.159,871.422,'Very Low'
6.25,5.25,0.75,4,1037.926,4,3,2.495,1093,'Very Low'
5.25,3.333,0.25,4,1037.926,4,3,144.959,884.409,'Very Low'
9.328,7.827,3.83,4,1037.926,4,3,470.332,542.713,'Very Low'
3.091,4.182,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
9.091,5.818,0.545,4,1037.926,4,3,55.159,871.422,'Very Low'
7.182,4.455,2.091,4,1037.926,4,3,600.927,2925,'Very Low'
7,5,0.833,4,1037.926,4,3,55.159,871.422,'Very Low'
5.727,4.273,0.273,4,1037.926,4,3,144.959,884.409,'Very Low'
6.917,4.167,0.75,4,1037.926,4,3,144.959,884.409,'Very Low'
5.182,4.364,0.364,4,1037.926,4,3,144.959,884.409,'Very Low'
10.273,5.818,1.727,4,1037.926,4,3,144.959,884.409,'Very Low'
4.917,4.167,0.417,4,1037.926,4,3,144.959,884.409,'Very Low'
4.727,4.818,0.545,4,1037.926,4,3,144.959,884.409,'Very Low'
5.417,4.75,0.583,4,1037.926,4,3,144.959,884.409,'Very Low'
4.182,3.818,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
6.909,7,1.818,4,1037.926,4,3,144.959,884.409,'Very Low'
5.657,4.317,0.601,4,1037.926,4,3,759.074,765.028,'Very Low'
5.5,5,1.5,4,1037.926,4,3,144.959,884.409,'Very Low'
7.723,6.649,1.941,4,1037.926,4,3,917.444,1021,'Very Low'
3.818,4.273,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
8.417,6.583,1.333,4,1037.926,4,3,600.927,2925,'Very Low'
3.455,4,0.091,4,1037.926,4,3,2.495,1093,'Very Low'
6.455,4.091,0.364,4,1037.926,4,3,2.495,1093,'Very Low'
3.273,3,0.182,4,1037.926,4,3,144.959,884.409,'Very Low'
8.273,4.636,0.545,4,1037.926,4,3,144.959,884.409,'Very Low'
9.167,6.083,1.25,4,1037.926,4,3,600.927,2925,'Very Low'
4.909,4.273,0.273,4,1037.926,4,3,144.959,884.409,'Very Low'
2.636,3.273,0.273,4,1037.926,4,3,2.495,1093,'Very Low'
