CPU Utilization,Response Time,Class Name
1.3,1,'High'
2.545,1,'High'
1.6,1,'High'
0.9,1.1,'High'
0.818,1,'High'
2.4,1,'High'
1.6,1,'High'
0.727,1,'High'
1.7,1,'High'
0.7,1,'High'
1,1,'High'
1.364,1,'High'
0.5,1,'High'
1.7,1,'High'
1.545,1,'High'
0.8,1,'High'
0.7,1,'High'
0.727,1,'High'
3,1,'High'
16.818,1,'High'
26.7,1,'Low'
22.9,1,'High'
15.7,1,'High'
14.364,1,'High'
13.9,1,'High'
16.2,1,'High'
15.818,1,'High'
13.9,1,'High'
12.6,1,'High'
12.818,1,'High'
14.8,1,'High'
15.7,1,'High'
17.8,1,'High'
15.545,1,'High'
15.8,1,'High'
16.3,1,'High'
16.727,1,'High'
43.8,1,'Low'
14.6,1,'High'
14.818,1,'High'
15.4,1,'High'
14.2,1,'High'
26.8,1,'Low'
18.545,1,'High'
15.3,1,'High'
19.2,1,'High'
32,1,'Low'
34.8,1,'Low'
25.8,1,'Low'
23.273,1,'High'
20,1.1,'High'
16.1,1,'High'
13.7,1,'High'
13.455,1,'High'
14.3,1,'High'
16.5,1,'High'
17.636,1,'High'
16.8,1,'High'
19.5,1,'High'
23.364,1,'High'
19.2,1,'High'
45.1,1.2,'Low'
16.7,1,'High'
18.364,1,'High'
27.7,1,'Low'
49.7,1,'Low'
29.818,1,'Low'
32.6,1,'Low'
34.5,1.1,'Low'
35.636,1,'Low'
32.9,1.1,'Low'
47.3,1,'Low'
45.818,1.091,'Low'
49.9,1,'Low'
30.4,1,'Low'
28.818,1,'Low'
26.5,1.2,'Low'
27.3,1,'Low'
26,1,'Low'
27.455,1,'Low'
25.7,1,'Low'
38.8,1,'Low'
40.818,1,'Low'
32.6,1,'Low'
32.9,1,'Low'
56.273,1,'Very Low'
26.1,1.1,'Low'
26.2,1,'Low'
26.3,1,'Low'
27.636,1,'Low'
26.9,1,'Low'
21.2,1,'High'
20.545,1.091,'High'
27,1,'Low'
18.7,1,'High'
29.273,1,'Low'
30.2,1,'Low'
31,1,'Low'
27.8,1,'Low'
21,1,'High'
15.1,1,'High'
14.3,1,'High'
14.636,1,'High'
18.5,1,'High'
13.4,1,'High'
16.3,1,'High'
21.545,1,'High'
16,1,'High'
22.4,1,'High'
42.909,1,'Low'
24.7,1,'High'
23.3,1,'High'
14.818,1,'High'
14.9,1,'High'
15.3,1,'High'
19.8,1,'High'
37.818,1.364,'Low'
37.4,1.3,'Low'
29.2,1,'Low'
34.455,1.091,'Low'
27.6,1.1,'Low'
31.7,1,'Low'
23.364,1.273,'High'
14.5,1,'High'
14.1,1,'High'
13.3,1,'High'
14.364,1,'High'
14.6,1,'High'
13.8,1,'High'
21.273,1,'High'
30.6,1,'Low'
22.2,1,'High'
31.455,1,'Low'
44.7,1,'Low'
26.8,1,'Low'
38.7,1,'Low'
39.182,1,'Low'
40.9,1,'Low'
45.7,1,'Low'
40.273,1,'Low'
47.5,1,'Low'
46.1,1,'Low'
48,1.091,'Low'
47.5,1,'Low'
37.9,1,'Low'
47.364,1,'Low'
33,1,'Low'
19.3,1,'High'
13.8,1,'High'
13.273,1,'High'
14.2,1,'High'
14.1,1,'High'
14.273,1,'High'
17.5,1,'High'
15.4,1,'High'
16,1,'High'
16.909,1,'High'
41.6,1,'Low'
14.3,1,'High'
13.545,1,'High'
15.4,1,'High'
14.4,1,'High'
15.182,1,'High'
15.8,1,'High'
24.5,1,'High'
23,1,'High'
15.727,1,'High'
15.1,1,'High'
15.1,1,'High'
13.455,1.091,'High'
15.8,1,'High'
16.2,1,'High'
13.636,1,'High'
14.4,1,'High'
18,1,'High'
14.364,1,'High'
14.9,1,'High'
15,1,'High'
16.5,1,'High'
19.727,1,'High'
18.2,1,'High'
44.2,1,'Low'
14.455,1,'High'
24.4,1.1,'High'
15.5,1,'High'
15.545,1,'High'
15.7,1,'High'
14.3,1,'High'
24.9,1,'High'
20.636,1,'High'
14.1,1,'High'
13.5,1.2,'High'
14.545,1,'High'
14.2,1,'High'
14.6,1,'High'
14,1,'High'
14.455,1,'High'
14.4,1,'High'
13.2,1.2,'High'
14.273,1,'High'
15.8,1.6,'High'
14.4,1,'High'
22.182,1,'High'
16,1,'High'
17.8,1,'High'
44.9,1,'Low'
17.091,1,'High'
27,1,'Low'
26.4,1,'Low'
27,1.182,'Low'
37.9,1,'Low'
43.9,1,'Low'
34.909,1,'Low'
39.3,1,'Low'
32.3,1,'Low'
41.2,1,'Low'
36.909,1,'Low'
28.4,1.1,'Low'
15.8,1.8,'High'
14.636,1.091,'High'
15.3,1,'High'
13.7,1,'High'
14.1,1,'High'
16.909,1,'High'
14.3,1,'High'
14.6,1,'High'
21,1,'High'
16.2,1.2,'High'
17,1.4,'High'
40.364,1,'Low'
18.1,1,'High'
25.4,1,'Low'
47.7,1,'Low'
25.091,1,'Low'
34.4,1,'Low'
22.4,1,'High'
21.364,1,'High'
22.5,1.1,'High'
24.2,1,'High'
25,1,'High'
21.727,1.091,'High'
22.7,1.1,'High'
20.6,1,'High'
14.545,1,'High'
14.2,1,'High'
13.6,1,'High'
13.455,1,'High'
13.7,1.2,'High'
13.4,1,'High'
19,1,'High'
23.455,1,'High'
16.7,1,'High'
36.6,1,'Low'
55.909,1,'Very Low'
27.3,1,'Low'
26.7,1,'Low'
26.1,1,'Low'
34.182,1,'Low'
39.9,1,'Low'
46.1,1,'Low'
33.818,1,'Low'
34.4,1.2,'Low'
18.7,1,'High'
20.364,1,'High'
22.6,1,'High'
21.1,1,'High'
21.4,1,'High'
14.091,1,'High'
14.3,1,'High'
14.3,1,'High'
14.182,1,'High'
16.3,1,'High'
15.2,1,'High'
17.7,1,'High'
19.727,1,'High'
19.4,1,'High'
25,1,'High'
45.091,1,'Low'
13.2,1,'High'
13.1,1.3,'High'
16.6,1.1,'High'
24.909,1,'High'
21.7,1,'High'
19.4,1,'High'
20.545,1.091,'High'
31.6,1,'Low'
30.7,1.1,'Low'
27.909,1,'Low'
20.6,1,'High'
17.7,1,'High'
15,1,'High'
15.818,1,'High'
14,1,'High'
13.7,1,'High'
14.909,1,'High'
14.9,1,'High'
18.4,1,'High'
15.4,1,'High'
21.545,1,'High'
15.2,1,'High'
29.8,1,'Low'
46,1,'Low'
16.4,1,'High'
21.9,1,'High'
13.9,1,'High'
14.727,1,'High'
13.9,1,'High'
15.5,1,'High'
20.818,1.091,'High'
22.4,1,'High'
21.4,1,'High'
18.545,1,'High'
18.7,1,'High'
27.5,1.1,'Low'
40.6,1,'Low'
20.455,1,'High'
14.9,1,'High'
14.1,1.1,'High'
14.182,1,'High'
18.1,1.1,'High'
25.2,1,'Low'
25.2,1,'Low'
22.091,1,'High'
13.9,1,'High'
15,1,'High'
41.455,1,'Low'
13.2,1,'High'
13.9,1,'High'
15.1,1,'High'
13.909,1,'High'
16.4,1,'High'
14.4,1,'High'
14.273,1,'High'
14,1,'High'
15.3,1,'High'
14.9,1,'High'
14.727,1,'High'
14.2,1,'High'
15.5,1.3,'High'
14.636,1,'High'
14.1,1,'High'
13.4,1,'High'
15.182,1,'High'
15.5,1,'High'
13.9,1,'High'
15.3,1,'High'
21.636,1,'High'
13.6,1,'High'
15.9,1.3,'High'
43.455,1,'Low'
27.8,1,'Low'
30.5,1,'Low'
19.9,1,'High'
16.091,1,'High'
16.2,1,'High'
14.1,1,'High'
13.909,1,'High'
13.9,1.1,'High'
19.3,1,'High'
26.9,1,'Low'
17.909,1,'High'
13.4,1,'High'
14.7,1,'High'
14.727,1,'High'
13,1.1,'High'
14.4,1,'High'
13.7,1,'High'
13.364,1,'High'
16.5,1,'High'
15.1,1,'High'
15.4,1,'High'
17.8,1,'High'
16.091,1,'High'
13.2,1,'High'
14.6,1,'High'
15,1,'High'
24.1,1,'High'
44.5,1,'Low'
16.7,1,'High'
18.455,1,'High'
26.3,1,'Low'
31.3,1,'Low'
31.455,1,'Low'
27.1,1,'Low'
27.4,1,'Low'
27.3,1.1,'Low'
22,1,'High'
15.2,1,'High'
14.7,1,'High'
16.091,1,'High'
15.6,1,'High'
17.1,1,'High'
14.1,1,'High'
15.182,1,'High'
18.8,1,'High'
15,1,'High'
23.364,1,'High'
45,1,'Low'
13.8,1,'High'
14.1,1,'High'
17.182,1,'High'
15.3,1,'High'
21.4,1.1,'High'
26.182,1,'Low'
37.3,1,'Low'
26.5,1,'Low'
32.5,1,'Low'
27.727,1,'Low'
22.8,1.2,'High'
17.4,1,'High'
18.818,1,'High'
15.4,1,'High'
13.3,1,'High'
14.6,1,'High'
13.182,1,'High'
13.4,1,'High'
17.143,1,'High'
15.6,1,'High'
17.4,1.3,'High'
15.6,1,'High'
28.364,1,'Low'
45.2,1,'Low'
14,1,'High'
14.9,1.1,'High'
17.909,1,'High'
15.2,1,'High'
16.9,1.1,'High'
19.455,1,'High'
30.6,1,'Low'
29.7,1,'Low'
46.182,1.182,'Low'
51.4,1,'Very Low'
36.7,1.7,'Low'
26.7,1.4,'Low'
26.455,1.091,'Low'
19,1,'High'
20.7,1,'High'
15.818,1,'High'
14.4,1.2,'High'
16.5,1,'High'
15.273,1,'High'
14.8,1,'High'
14.6,1,'High'
16.1,1,'High'
21.636,1.091,'High'
44.4,1,'Low'
16.3,1.1,'High'
25.182,1.636,'Low'
24.2,1,'High'
22.7,1,'High'
23.7,1,'High'
23.727,1,'High'
26.1,1,'Low'
28.2,1,'Low'
28.273,1,'Low'
38.2,1.1,'Low'
45.1,1.1,'Low'
32.273,1.455,'Low'
18.4,1.2,'High'
15.6,1.1,'High'
15.6,1,'High'
14.455,1.091,'High'
14,1.2,'High'
15.4,1.2,'High'
13.636,1,'High'
19.5,1.4,'High'
14.8,1.1,'High'
20.091,1.909,'High'
21.7,1,'High'
45.7,1.2,'Low'
16.273,1,'High'
26.9,1,'Low'
30.3,1,'Low'
30.8,1.1,'Low'
43.727,1,'Low'
46.1,1.5,'Low'
27.5,1.4,'Low'
27.455,1,'Low'
40.8,2,'Low'
33.9,1.2,'Low'
32.727,1,'Low'
30.5,1,'Low'
17.1,1.7,'High'
20.4,1,'High'
14.909,1.091,'High'
13.7,1,'High'
13.8,1,'High'
15.091,1.091,'High'
14.6,1,'High'
22.5,1,'High'
14.273,1,'High'
16.6,1.3,'High'
23.7,1,'High'
49.1,1,'Low'
18.909,1,'High'
13.8,1.1,'High'
15.1,1.2,'High'
15.545,1.636,'High'
13.9,2.4,'High'
15.1,1,'High'
14.8,1.2,'High'
13.818,1,'High'
15.8,1.2,'High'
14.5,1,'High'
14.273,1,'High'
14.2,1.3,'High'
14.7,1,'High'
13,1.091,'High'
14.3,1,'High'
14.9,1,'High'
14.818,1.182,'High'
17,1,'High'
15.1,1.5,'High'
15,1,'High'
20.455,1,'High'
21.4,1.4,'High'
30.4,1.3,'Low'
48.545,1.091,'Low'
33,1,'Low'
22.4,1,'High'
21,1.091,'High'
14.8,1.5,'High'
15,2.5,'High'
14.364,1.364,'High'
15.2,1.2,'High'
13.8,1,'High'
14.9,1,'High'
13.455,1,'High'
14.2,1.1,'High'
15.1,1,'High'
14.636,1,'High'
14.4,1.1,'High'
13.7,1.6,'High'
16.364,1,'High'
14.3,1,'High'
17.3,1,'High'
16.182,1.364,'High'
16.1,1.3,'High'
13.4,1.1,'High'
18.9,1,'High'
21.364,1.091,'High'
43.7,1,'Low'
25.5,1,'Low'
42.636,1.182,'Low'
41.4,1.2,'Low'
39.4,1.1,'Low'
50,1,'Low'
55.818,1,'Very Low'
66.4,1,'Very Low'
48.455,1.091,'Low'
45.3,1,'Low'
45.9,1.1,'Low'
38.8,1.3,'Low'
28.818,1,'Low'
17.3,1,'High'
14.8,1.1,'High'
16,1.273,'High'
22.6,1.1,'High'
21.2,1,'High'
22.727,1.182,'High'
23.3,1.1,'High'
26.7,1.3,'Low'
25.636,1,'Low'
23.7,1,'High'
27.5,1,'Low'
48.8,1.2,'Low'
27.182,1.182,'Low'
35.2,1,'Low'
33.2,1,'Low'
27.364,1.818,'Low'
26.1,1.4,'Low'
34.9,1.6,'Low'
40.636,1,'Low'
34.9,1.2,'Low'
31.9,1.2,'Low'
43.6,1.7,'Low'
44.727,1.091,'Low'
46.3,1,'Low'
26.7,1.2,'Low'
14.909,1.091,'High'
15.3,1,'High'
13.6,1.2,'High'
15.727,1,'High'
18.7,1.5,'High'
16.8,1,'High'
19.1,1.1,'High'
14.182,1,'High'
14.4,1,'High'
24.4,1,'High'
45.091,1.182,'Low'
20.1,1.2,'High'
27.4,1.1,'Low'
23.727,1,'High'
15,1,'High'
23.6,1,'High'
25.7,1,'Low'
41,1,'Low'
67.8,1.1,'Very Low'
43.6,1.2,'Low'
37.091,1,'Low'
49.4,1.1,'Low'
37.2,1.1,'Low'
37.727,1.182,'Low'
23.8,1.1,'High'
27.3,1,'Low'
32.727,1,'Low'
29,1,'Low'
33.1,1,'Low'
29.9,1,'Low'
33.909,1.091,'Low'
31.7,1,'Low'
30.3,1,'Low'
43.636,1.091,'Low'
52.2,1.1,'Very Low'
37.2,1.1,'Low'
42.182,1.273,'Low'
33.7,1,'Low'
35.1,1.1,'Low'
53,1,'Very Low'
49,1.455,'Low'
63.9,1,'Very Low'
51.3,1.2,'Very Low'
47.818,1,'Low'
47.4,1.5,'Low'
40.7,1,'Low'
39.273,1,'Low'
29.4,1,'Low'
35.4,1,'Low'
29.2,1,'Low'
30.818,1.091,'Low'
30.6,1,'Low'
30.3,1.2,'Low'
30.364,1.091,'Low'
33.6,1,'Low'
35.9,1,'Low'
36.455,1.091,'Low'
37.1,1.2,'Low'
52.5,1,'Very Low'
45.8,1,'Low'
54.455,1,'Very Low'
49.6,1.1,'Low'
42.5,1,'Low'
42.909,1,'Low'
47,1.3,'Low'
51.7,1.2,'Very Low'
51,1,'Very Low'
49.091,1.182,'Low'
37.7,1.1,'Low'
43.3,1,'Low'
42.091,1.273,'Low'
28.6,1,'Low'
24,1,'High'
26.818,1,'Low'
23.1,1,'High'
22.1,1,'High'
26.4,1.1,'Low'
22.818,1,'High'
25.3,1,'Low'
25.3,1,'Low'
38.091,1,'Low'
37.7,1.1,'Low'
46.3,1,'Low'
24.4,1.1,'High'
23.182,1,'High'
20.4,1.1,'High'
22.5,1,'High'
25.455,1,'Low'
23.5,1,'High'
22.4,1,'High'
20.5,1,'High'
22.455,1,'High'
26,1,'Low'
28,1,'Low'
24.182,1.091,'High'
20.7,1,'High'
25.2,1,'Low'
27.1,1,'Low'
26.909,1,'Low'
26.3,1.1,'Low'
28.1,1.1,'Low'
26.818,1.091,'Low'
26.6,1,'Low'
26.8,1.9,'Low'
31.182,1,'Low'
35.7,1,'Low'
54.3,1,'Very Low'
61.091,1.091,'Very Low'
51.1,1,'Very Low'
36.8,1,'Low'
30.7,1.1,'Low'
34.182,1,'Low'
33.5,1.3,'Low'
34.6,1.6,'Low'
36.818,1,'Low'
30.2,1.1,'Low'
32.6,1.1,'Low'
31,1,'Low'
35.636,1,'Low'
28.3,1.1,'Low'
31.2,1,'Low'
32.818,1,'Low'
35.7,1,'Low'
32.4,1,'Low'
29.909,1,'Low'
30.1,1,'Low'
21.1,1,'High'
32.6,1,'Low'
40.455,1,'Low'
40.3,1,'Low'
64.1,1,'Very Low'
33.909,1.091,'Low'
33.2,1.3,'Low'
34,1,'Low'
34.182,1.091,'Low'
34.8,1.1,'Low'
37,1,'Low'
40.8,1,'Low'
34.727,1,'Low'
50,1,'Low'
65.6,1,'Very Low'
44.182,1,'Low'
34.6,1,'Low'
39.3,1,'Low'
31.6,1,'Low'
34.818,1,'Low'
30,1,'Low'
31,1,'Low'
32.636,1,'Low'
33.6,1,'Low'
27.5,1.5,'Low'
25.545,1,'Low'
37.7,1,'Low'
47.7,1,'Low'
56.3,1,'Very Low'
36,1,'Low'
33.1,1,'Low'
30.3,1,'Low'
29.818,1,'Low'
36.7,1,'Low'
44.2,1.1,'Low'
39.1,1,'Low'
32.818,1,'Low'
30.2,1.1,'Low'
44,1,'Low'
53,1,'Very Low'
51.6,1,'Very Low'
36.5,1,'Low'
34,1,'Low'
33.8,1,'Low'
31.3,1,'Low'
33.4,1,'Low'
36.727,1,'Low'
33.8,1.1,'Low'
30.9,1.2,'Low'
31.909,1,'Low'
34.6,1,'Low'
41.7,1,'Low'
59.9,1,'Very Low'
39.545,1,'Low'
29.9,1,'Low'
38.7,1,'Low'
33.727,1.091,'Low'
30,1,'Low'
41.2,1.1,'Low'
37.6,1.1,'Low'
57.727,1,'Very Low'
42.8,1,'Low'
63.3,1,'Very Low'
60.455,1,'Very Low'
48.2,1,'Low'
19.7,1,'High'
15.545,1,'High'
14.6,1.1,'High'
13.8,1.4,'High'
15.4,1.1,'High'
16.545,1.091,'High'
13.7,1.1,'High'
15.6,1,'High'
19.455,1,'High'
15.5,1,'High'
20.8,1,'High'
46.7,1,'Low'
16.636,1,'High'
26.8,1,'Low'
21.2,1,'High'
20.545,1,'High'
16.3,1,'High'
19,1,'High'
30.2,1,'Low'
30.545,1.091,'Low'
41.2,1,'Low'
57.9,1,'Very Low'
38.455,1,'Low'
43,1,'Low'
25.2,1,'Low'
13.818,1,'High'
14.6,1,'High'
12.9,1,'High'
14.4,1,'High'
13.182,1,'High'
15.5,1,'High'
21.3,1,'High'
13.727,1,'High'
14.9,1,'High'
16,1,'High'
43.8,1,'Low'
16.273,1.091,'High'
26.5,1.1,'Low'
22.5,1,'High'
18.545,1,'High'
16,1.5,'High'
27.1,1,'Low'
41.2,1,'Low'
34.455,1,'Low'
42.3,1,'Low'
18.7,1,'High'
24.909,1.091,'High'
18.1,1.1,'High'
17.8,1.2,'High'
16.9,1.1,'High'
13.727,1,'High'
13.5,1,'High'
13.6,1,'High'
14,1,'High'
14,1,'High'
25,1,'High'
14.6,1,'High'
17.364,1,'High'
17.3,1,'High'
40.4,1,'Low'
17.455,1,'High'
25.8,1,'Low'
18.5,1,'High'
16.8,1,'High'
13.636,1,'High'
15.7,1,'High'
15,1,'High'
15.091,1,'High'
14.5,1,'High'
14.5,1,'High'
15,1,'High'
14.727,1,'High'
14.6,1,'High'
19.5,1,'High'
15.909,1,'High'
13.2,1,'High'
13.5,1,'High'
15.5,1,'High'
19,1,'High'
19.6,1,'High'
14.6,1,'High'
14.182,1,'High'
17.4,1,'High'
43.9,1.3,'Low'
33.545,1,'Low'
30.9,1,'Low'
22.1,1,'High'
17,1,'High'
14.364,1,'High'
13.8,1,'High'
14.8,1,'High'
13.909,1,'High'
13.6,1,'High'
13.6,1,'High'
14.5,1,'High'
16,1,'High'
14.8,1,'High'
15.1,1,'High'
18.545,1,'High'
17.5,1,'High'
13.2,1,'High'
16.3,1,'High'
14.818,1,'High'
14.8,1,'High'
16.7,1,'High'
15.909,1,'High'
18.9,1.1,'High'
46.3,1.1,'Low'
14.6,1,'High'
25.818,1,'Low'
20.3,1.2,'High'
15.5,1,'High'
19.273,1,'High'
22.3,1.2,'High'
16.9,1,'High'
18.727,1.182,'High'
21.3,1.1,'High'
21.7,1.1,'High'
23.8,1.1,'High'
20.909,1,'High'
19.5,1.1,'High'
15.1,1,'High'
16.545,1.091,'High'
16,1,'High'
14,1,'High'
14.6,1,'High'
14.727,1,'High'
19.5,1,'High'
15.2,1,'High'
20.636,1,'High'
29.2,1,'Low'
48.9,1.1,'Low'
32.3,1.1,'Low'
31.273,1,'Low'
16.4,1,'High'
18.1,1,'High'
16.545,1,'High'
14.4,1.1,'High'
16.9,1,'High'
30,1.4,'Low'
22.636,1.091,'High'
43.1,1.1,'Low'
32.9,1,'Low'
23.727,1.182,'High'
20.4,1.2,'High'
13.3,1,'High'
15,1,'High'
17.182,1.091,'High'
13.2,1,'High'
18.1,1,'High'
17.818,1,'High'
14.5,1,'High'
16.4,1,'High'
23.455,1,'High'
37.1,1.1,'Low'
46.3,1.1,'Low'
15.8,1.3,'High'
14.545,1,'High'
14.1,1.1,'High'
15,1.2,'High'
20.909,1,'High'
19.7,1,'High'
27.4,1.2,'Low'
20.9,1,'High'
20.818,1,'High'
29.9,1.2,'Low'
25,1,'High'
24.818,1,'High'
15.4,1.3,'High'
21.5,1.1,'High'
24.364,1.273,'High'
15.4,1.1,'High'
14.2,1.1,'High'
14.9,1.1,'High'
14.818,1.636,'High'
15.7,1.3,'High'
15.1,1,'High'
16.364,1.091,'High'
16.9,1,'High'
43.3,1,'Low'
16.3,1.1,'High'
14.182,1,'High'
14.9,1,'High'
14.7,1,'High'
14.545,1,'High'
24.3,1.2,'High'
42.2,1.1,'Low'
29.5,1,'Low'
32.727,1.182,'Low'
53.4,1.1,'Very Low'
31.6,1.2,'Low'
38.273,1.091,'Low'
18.6,1.2,'High'
14.7,1,'High'
17.636,1,'High'
13.5,1.2,'High'
13.8,1,'High'
13.9,1.1,'High'
14.091,1,'High'
20.1,1,'High'
17.1,1,'High'
32.364,1,'Low'
21.7,1,'High'
42.8,1,'Low'
15.5,1,'High'
16.545,1,'High'
51.7,1,'Very Low'
29.4,1,'Low'
35,1,'Low'
40.5,1.6,'Low'
32.2,1,'Low'
38.818,1.182,'Low'
36.1,1.1,'Low'
23.7,1.1,'High'
27.8,1.3,'Low'
36.182,1,'Low'
34.8,1,'Low'
27.4,1,'Low'
30.818,1,'Low'
26.6,1,'Low'
28,1,'Low'
25.909,1,'Low'
28.2,1,'Low'
30,1,'Low'
27.1,1,'Low'
29.455,2.182,'Low'
37.4,1,'Low'
65.3,1,'Very Low'
28.182,1.455,'Low'
29.6,1,'Low'
26.8,1,'Low'
26.5,1,'Low'
28.182,1,'Low'
30.7,1,'Low'
29.1,1,'Low'
33,1,'Low'
31,1.7,'Low'
28.4,1.2,'Low'
31.5,1.6,'Low'
32.727,1.091,'Low'
38.6,1.2,'Low'
25.4,1,'Low'
22.818,1,'High'
25.3,1,'Low'
25.5,1.4,'Low'
24,1,'High'
28.8,1,'Low'
28.8,1,'Low'
28.6,1,'Low'
28.636,1,'Low'
32.9,1.2,'Low'
55,1.1,'Very Low'
50.182,1,'Very Low'
52.6,1,'Very Low'
42.3,1,'Low'
40.4,1,'Low'
59.364,1,'Very Low'
41.3,1,'Low'
44.4,1,'Low'
40.909,1,'Low'
38.4,1,'Low'
40.5,1,'Low'
42.818,1,'Low'
39.3,1,'Low'
28.5,1,'Low'
28.091,1,'Low'
31,1,'Low'
26.8,1,'Low'
23.3,1,'High'
30,1,'Low'
27.6,1,'Low'
29,1,'Low'
27.273,1,'Low'
28.2,1,'Low'
35.1,1,'Low'
60.7,1,'Very Low'
28.636,1,'Low'
39.6,1.1,'Low'
34.2,1.1,'Low'
27.182,1,'Low'
28.6,1,'Low'
32,1,'Low'
37.636,1.091,'Low'
40.4,1,'Low'
32.3,1,'Low'
38.7,1,'Low'
36.636,1,'Low'
34.4,1,'Low'
22.8,1,'High'
16.091,1,'High'
15,1,'High'
16.1,1,'High'
18.2,1,'High'
14.455,1.091,'High'
14.9,1,'High'
20.9,1.3,'High'
16.091,1,'High'
18.2,1,'High'
21.9,1,'High'
49.8,1,'Low'
47.636,1,'Low'
42.1,1,'Low'
37.8,1.1,'Low'
27.091,1,'Low'
42,1,'Low'
33.3,1,'Low'
42.091,1,'Low'
46,1,'Low'
45.2,1,'Low'
33.2,1,'Low'
42.909,1,'Low'
53.2,1,'Very Low'
52.2,1,'Very Low'
27,1,'Low'
28.8,1,'Low'
26.9,1,'Low'
25.6,1,'Low'
