Jobs_per_ 1Minute,Jobs_per_ 5 Minutes,Jobs_per_ 15Minutes,Mem capacity,Disk_capacity_GB,Num_of_CPU_Cores,CPU_speed_per_Core,Avg_Recieve_Kbps,Avg_Transmit_Kbps,Class_Name
10.1,9.2,8.1,12,128.72872,6,1,31.248,31.248,'High'
5.364,5.636,6.273,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.545,5.909,12,128.72872,6,1,31.248,31.248,'High'
4,5.4,6.2,12,128.72872,6,1,31.248,31.248,'High'
7.455,6.818,7.273,12,128.72872,6,1,31.248,31.248,'High'
6,7.5,9.1,12,128.72872,6,1,31.248,31.248,'High'
12.4,13.7,13.5,12,128.72872,6,1,31.248,31.248,'High'
8.091,9.091,9.545,12,128.72872,6,1,31.248,31.248,'High'
11.182,12,13,12,128.72872,6,1,31.248,31.248,'High'
14.1,14.4,14.1,12,128.72872,6,1,31.248,31.248,'High'
10.909,11.091,12.182,12,128.72872,6,1,31.248,31.248,'High'
12.3,14.1,14.9,12,128.72872,6,1,31.248,31.248,'High'
14,13.455,13.273,12,128.72872,6,1,31.248,31.248,'High'
15.2,14.6,14.9,12,128.72872,6,1,31.248,31.248,'High'
8.818,9.091,9,12,128.72872,6,1,31.248,31.248,'High'
8.636,8.455,8.636,12,128.72872,6,1,31.248,31.248,'High'
4.2,5.6,6.3,12,128.72872,6,1,31.248,31.248,'High'
5,5.364,6,12,128.72872,6,1,31.248,31.248,'High'
4.3,5.2,5.9,12,128.72872,6,1,31.248,31.248,'High'
3.909,4.818,5.364,12,128.72872,6,1,31.248,31.248,'High'
6.7,8.9,11.6,12,128.72872,6,1,31.248,31.248,'High'
9.182,9.091,7.818,12,128.72872,6,1,31.248,31.248,'High'
3.9,4.6,5.3,12,128.72872,6,1,31.248,31.248,'High'
3.909,5,5.545,12,128.72872,6,1,31.248,31.248,'High'
4.455,5.182,5.818,12,128.72872,6,1,31.248,31.248,'High'
5.5,5.6,6.3,12,128.72872,6,1,31.248,31.248,'High'
6.273,7.364,8.182,12,128.72872,6,1,31.248,31.248,'High'
7.727,8.455,8.909,12,128.72872,6,1,31.248,31.248,'High'
6.3,8.6,9.5,12,128.72872,6,1,31.248,31.248,'High'
9,9.818,10.091,12,128.72872,6,1,31.248,31.248,'High'
9,9.818,10.455,12,128.72872,6,1,31.248,31.248,'High'
9.1,10.3,11.2,12,128.72872,6,1,31.248,31.248,'High'
8.364,9.909,10.818,12,128.72872,6,1,31.248,31.248,'High'
12.2,12.3,12.9,12,128.72872,6,1,31.248,31.248,'High'
11.545,13.091,13.455,12,128.72872,6,1,31.248,31.248,'High'
10.636,10.909,11,12,128.72872,6,1,31.248,31.248,'High'
5.273,7.182,7.636,12,128.72872,6,1,31.248,31.248,'High'
3.4,4.8,5.6,12,128.72872,6,1,31.248,31.248,'High'
3.818,5.091,5.818,12,128.72872,6,1,31.248,31.248,'High'
4.545,5.455,6,12,128.72872,6,1,31.248,31.248,'High'
3.3,4.9,6,12,128.72872,6,1,31.248,31.248,'High'
3.727,5.273,6.091,12,128.72872,6,1,31.248,31.248,'High'
7.273,9.364,11.545,12,128.72872,6,1,31.248,31.248,'High'
9,8.7,7.9,12,128.72872,6,1,31.248,31.248,'High'
3.364,4.818,5.636,12,128.72872,6,1,31.248,31.248,'High'
4.6,5.1,5.5,12,128.72872,6,1,31.248,31.248,'High'
3.273,4.545,5.273,12,128.72872,6,1,31.248,31.248,'High'
3.455,4.818,5.818,12,128.72872,6,1,31.248,31.248,'High'
6.5,6.9,7.5,12,128.72872,6,1,31.248,31.248,'High'
5,6.364,7.091,12,128.72872,6,1,31.248,31.248,'High'
6.182,6.818,7.091,12,128.72872,6,1,31.248,31.248,'High'
5.1,6.6,7.5,12,128.72872,6,1,31.248,31.248,'High'
4.818,6.545,7.364,12,128.72872,6,1,31.248,31.248,'High'
5.909,6.727,7.182,12,128.72872,6,1,31.248,31.248,'High'
4.6,6.2,7.1,12,128.72872,6,1,31.248,31.248,'High'
5.727,6.909,7.455,12,128.72872,6,1,31.248,31.248,'High'
6.545,7.182,7.636,12,128.72872,6,1,31.248,31.248,'High'
5.4,6.7,7.6,12,128.72872,6,1,31.248,31.248,'High'
5.909,7.273,7.818,12,128.72872,6,1,31.248,31.248,'High'
6.9,7.5,7.8,12,128.72872,6,1,31.248,31.248,'High'
3.273,5.364,6.182,12,128.72872,6,1,31.248,31.248,'High'
4.182,5.182,5.818,12,128.72872,6,1,31.248,31.248,'High'
3.6,4.4,5.2,12,128.72872,6,1,31.248,31.248,'High'
3.273,4.727,5.545,12,128.72872,6,1,31.248,31.248,'High'
3.1,4.6,5.5,12,128.72872,6,1,31.248,31.248,'High'
6,8,10.182,12,128.72872,6,1,31.248,31.248,'High'
8.545,8.273,7.273,12,128.72872,6,1,31.248,31.248,'High'
3.909,5.273,5.818,12,128.72872,6,1,31.248,31.248,'High'
4,5.091,5.909,12,128.72872,6,1,31.248,31.248,'High'
5.091,6.909,7.636,12,128.72872,6,1,31.248,31.248,'High'
7.2,7.2,7.7,12,128.72872,6,1,31.248,31.248,'High'
4.545,6.364,7.455,12,128.72872,6,1,31.248,31.248,'High'
6.727,7.636,7.909,12,128.72872,6,1,31.248,31.248,'High'
6.7,7.1,7.8,12,128.72872,6,1,31.248,31.248,'High'
5.273,7.273,8,12,128.72872,6,1,31.248,31.248,'High'
8,7.727,8,12,128.72872,6,1,31.248,31.248,'High'
5.1,7.4,8.3,12,128.72872,6,1,31.248,31.248,'High'
5.818,7.364,8.182,12,128.72872,6,1,31.248,31.248,'High'
6.727,8.545,10.455,12,128.72872,6,1,31.248,31.248,'High'
13.4,14.5,14.1,12,128.72872,6,1,31.248,31.248,'High'
5.455,7.091,7.545,12,128.72872,6,1,31.248,31.248,'High'
4.818,5.364,5.818,12,128.72872,6,1,31.248,31.248,'High'
3.6,4.9,5.7,12,128.72872,6,1,31.248,31.248,'High'
4.273,5.273,6,12,128.72872,6,1,31.248,31.248,'High'
4.4,5,5.8,12,128.72872,6,1,31.248,31.248,'High'
3.545,4.818,5.909,12,128.72872,6,1,31.248,31.248,'High'
4.182,5.455,6.273,12,128.72872,6,1,31.248,31.248,'High'
6.6,8.9,11.8,12,128.72872,6,1,31.248,31.248,'High'
10.455,10.182,8.909,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.636,6.636,12,128.72872,6,1,31.248,31.248,'High'
3.4,5.5,6.5,12,128.72872,6,1,31.248,31.248,'High'
5.091,6,6.727,12,128.72872,6,1,31.248,31.248,'High'
5.091,5.727,6.727,12,128.72872,6,1,31.248,31.248,'High'
5.8,7.3,8.3,12,128.72872,6,1,31.248,31.248,'High'
6.273,8.182,8.909,12,128.72872,6,1,31.248,31.248,'High'
6.455,7.091,8.091,12,128.72872,6,1,31.248,31.248,'High'
7.4,9.4,10.5,12,128.72872,6,1,31.248,31.248,'High'
10.545,10.818,11.545,12,128.72872,6,1,31.248,31.248,'High'
9.8,10.6,11.5,12,128.72872,6,1,31.248,31.248,'High'
10.273,11.909,13.182,12,128.72872,6,1,31.248,31.248,'High'
11.636,12.455,13.545,12,128.72872,6,1,31.248,31.248,'High'
13.364,13.364,13.182,12,128.72872,6,1,31.248,31.248,'High'
6.8,8.7,9.5,12,128.72872,6,1,31.248,31.248,'High'
6.545,7.545,8.182,12,128.72872,6,1,31.248,31.248,'High'
5.5,6.2,6.7,12,128.72872,6,1,31.248,31.248,'High'
3.364,5.364,6.273,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.818,6.364,12,128.72872,6,1,31.248,31.248,'High'
5,5.4,6.3,12,128.72872,6,1,31.248,31.248,'High'
3.545,5.364,6.091,12,128.72872,6,1,31.248,31.248,'High'
4.364,5.273,6,12,128.72872,6,1,31.248,31.248,'High'
4.8,7.4,10,12,128.72872,6,1,31.248,31.248,'High'
8.636,9.091,8,12,128.72872,6,1,31.248,31.248,'High'
4.091,5.545,6.636,12,128.72872,6,1,31.248,31.248,'High'
4.7,5.9,6.5,12,128.72872,6,1,31.248,31.248,'High'
4.091,5.545,6.182,12,128.72872,6,1,31.248,31.248,'High'
5.5,6,6.5,12,128.72872,6,1,31.248,31.248,'High'
6.455,7.909,9.091,12,128.72872,6,1,31.248,31.248,'High'
6.9,8,9.1,12,128.72872,6,1,31.248,31.248,'High'
10.364,12.364,13.545,12,128.72872,6,1,31.248,31.248,'High'
11.636,12.364,12.818,12,128.72872,6,1,31.248,31.248,'High'
11.8,12.6,12.7,12,128.72872,6,1,31.248,31.248,'High'
10.7,13.3,14.6,12,128.72872,6,1,31.248,31.248,'High'
15.455,16.909,19,12,128.72872,6,1,31.248,31.248,'High'
21.8,19.7,17.9,12,128.72872,6,1,31.248,31.248,'High'
10.545,11.091,10.818,12,128.72872,6,1,31.248,31.248,'High'
8.545,8.091,8.455,12,128.72872,6,1,31.248,31.248,'High'
4.3,5.2,6.1,12,128.72872,6,1,31.248,31.248,'High'
5.091,5.455,6.273,12,128.72872,6,1,31.248,31.248,'High'
5.9,5.6,6.1,12,128.72872,6,1,31.248,31.248,'High'
4.455,5.364,6.091,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.273,5.818,12,128.72872,6,1,31.248,31.248,'High'
5.2,5.2,5.9,12,128.72872,6,1,31.248,31.248,'High'
6.273,8.364,10.364,12,128.72872,6,1,31.248,31.248,'High'
10.364,9,7.909,12,128.72872,6,1,31.248,31.248,'High'
3.7,4.6,5.4,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.091,5.455,12,128.72872,6,1,31.248,31.248,'High'
4.909,5,5.545,12,128.72872,6,1,31.248,31.248,'High'
4.6,4.8,5.8,12,128.72872,6,1,31.248,31.248,'High'
6.182,6.909,7.636,12,128.72872,6,1,31.248,31.248,'High'
7.9,7.6,8.1,12,128.72872,6,1,31.248,31.248,'High'
6.273,7.364,8.545,12,128.72872,6,1,31.248,31.248,'High'
13.727,14.182,15.727,12,128.72872,6,1,31.248,31.248,'High'
12.5,13.6,14,12,128.72872,6,1,31.248,31.248,'High'
9.1,9.8,11,12,128.72872,6,1,31.248,31.248,'High'
11.909,12.273,13.364,12,128.72872,6,1,31.248,31.248,'High'
12.5,13.5,13.7,12,128.72872,6,1,31.248,31.248,'High'
8.7,9.8,10,12,128.72872,6,1,31.248,31.248,'High'
7.091,7.636,7.818,12,128.72872,6,1,31.248,31.248,'High'
4.545,5.364,5.545,12,128.72872,6,1,31.248,31.248,'High'
4,4.8,5.5,12,128.72872,6,1,31.248,31.248,'High'
3.727,4.727,5.273,12,128.72872,6,1,31.248,31.248,'High'
4.2,4.8,5.4,12,128.72872,6,1,31.248,31.248,'High'
3.545,4.727,5.636,12,128.72872,6,1,31.248,31.248,'High'
5.4,7.5,10.4,12,128.72872,6,1,31.248,31.248,'High'
10.182,9.545,8.364,12,128.72872,6,1,31.248,31.248,'High'
4.909,5.455,6.455,12,128.72872,6,1,31.248,31.248,'High'
3.7,5.4,6.1,12,128.72872,6,1,31.248,31.248,'High'
4.909,5.636,6.091,12,128.72872,6,1,31.248,31.248,'High'
4.818,5.636,6.273,12,128.72872,6,1,31.248,31.248,'High'
5.6,7.1,7.7,12,128.72872,6,1,31.248,31.248,'High'
6.545,7.273,7.455,12,128.72872,6,1,31.248,31.248,'High'
6.455,6.545,7.273,12,128.72872,6,1,31.248,31.248,'High'
6.1,7.8,9.4,12,128.72872,6,1,31.248,31.248,'High'
12.909,13.364,14,12,128.72872,6,1,31.248,31.248,'High'
19.6,18.9,19.4,12,128.72872,6,1,31.248,31.248,'High'
13.818,13.273,13.182,12,128.72872,6,1,31.248,31.248,'High'
10.2,11.5,12.4,12,128.72872,6,1,31.248,31.248,'High'
13.182,13.455,13.818,12,128.72872,6,1,31.248,31.248,'High'
10.7,10,10.1,12,128.72872,6,1,31.248,31.248,'High'
5.636,7.182,7.636,12,128.72872,6,1,31.248,31.248,'High'
5.727,5.727,6.182,12,128.72872,6,1,31.248,31.248,'High'
6.4,5.6,6.2,12,128.72872,6,1,31.248,31.248,'High'
4.273,5.182,5.818,12,128.72872,6,1,31.248,31.248,'High'
4.818,5.182,5.818,12,128.72872,6,1,31.248,31.248,'High'
4.1,4.8,5.7,12,128.72872,6,1,31.248,31.248,'High'
4.636,4.818,5.636,12,128.72872,6,1,31.248,31.248,'High'
7.818,9.727,11.545,12,128.72872,6,1,31.248,31.248,'High'
8.9,7.9,7,12,128.72872,6,1,31.248,31.248,'High'
3.818,4.727,5.182,12,128.72872,6,1,31.248,31.248,'High'
4.182,4.636,5.182,12,128.72872,6,1,31.248,31.248,'High'
3.7,4.5,5.2,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.182,6,12,128.72872,6,1,31.248,31.248,'High'
6.4,7.1,7.7,12,128.72872,6,1,31.248,31.248,'High'
5.455,7.091,7.909,12,128.72872,6,1,31.248,31.248,'High'
9,8.455,8.818,12,128.72872,6,1,31.248,31.248,'High'
6.1,7.3,8.2,12,128.72872,6,1,31.248,31.248,'High'
14.091,16.182,19,12,128.72872,6,1,31.248,31.248,'High'
19.1,19.8,18.6,12,128.72872,6,1,31.248,31.248,'High'
13.727,13.727,13.636,12,128.72872,6,1,31.248,31.248,'High'
11,12,12.7,12,128.72872,6,1,31.248,31.248,'High'
12.636,12.727,12.545,12,128.72872,6,1,31.248,31.248,'High'
7.2,8.4,8.8,12,128.72872,6,1,31.248,31.248,'High'
6.364,7.182,7.545,12,128.72872,6,1,31.248,31.248,'High'
3.9,4.8,5.6,12,128.72872,6,1,31.248,31.248,'High'
3.182,4.545,5.273,12,128.72872,6,1,31.248,31.248,'High'
3.818,4.636,5.182,12,128.72872,6,1,31.248,31.248,'High'
3.1,4.3,5.2,12,128.72872,6,1,31.248,31.248,'High'
3.818,4.636,5.364,12,128.72872,6,1,31.248,31.248,'High'
3.818,5,6.091,12,128.72872,6,1,31.248,31.248,'High'
7.7,10.5,13.4,12,128.72872,6,1,31.248,31.248,'High'
4.6,5.3,6.1,12,128.72872,6,1,31.248,31.248,'High'
4.091,5.636,6.273,12,128.72872,6,1,31.248,31.248,'High'
4.273,5.455,6.091,12,128.72872,6,1,31.248,31.248,'High'
3.5,4.9,6,12,128.72872,6,1,31.248,31.248,'High'
5.636,6.818,7.727,12,128.72872,6,1,31.248,31.248,'High'
6.455,6.818,7.455,12,128.72872,6,1,31.248,31.248,'High'
4.7,6.5,6.9,12,128.72872,6,1,31.248,31.248,'High'
6.727,6.455,7,12,128.72872,6,1,31.248,31.248,'High'
4.2,5.7,6.6,12,128.72872,6,1,31.248,31.248,'High'
5.545,6.545,7.182,12,128.72872,6,1,31.248,31.248,'High'
6.6,7,7.5,12,128.72872,6,1,31.248,31.248,'High'
4.364,6.273,7,12,128.72872,6,1,31.248,31.248,'High'
6.545,7,7.545,12,128.72872,6,1,31.248,31.248,'High'
5.5,6.8,7.5,12,128.72872,6,1,31.248,31.248,'High'
6.818,7.091,7.636,12,128.72872,6,1,31.248,31.248,'High'
3.5,5.2,6.1,12,128.72872,6,1,31.248,31.248,'High'
4.364,5.273,5.818,12,128.72872,6,1,31.248,31.248,'High'
4.818,5.273,5.909,12,128.72872,6,1,31.248,31.248,'High'
3.727,5,5.818,12,128.72872,6,1,31.248,31.248,'High'
4.7,5,5.6,12,128.72872,6,1,31.248,31.248,'High'
7.818,10.364,12.909,12,128.72872,6,1,31.248,31.248,'High'
9.909,9,7.909,12,128.72872,6,1,31.248,31.248,'High'
4,5,5.8,12,128.72872,6,1,31.248,31.248,'High'
4.636,5.273,5.636,12,128.72872,6,1,31.248,31.248,'High'
5.5,5,5.4,12,128.72872,6,1,31.248,31.248,'High'
3.364,4.818,5.636,12,128.72872,6,1,31.248,31.248,'High'
4.909,6.364,7.273,12,128.72872,6,1,31.248,31.248,'High'
6.636,7.364,7.818,12,128.72872,6,1,31.248,31.248,'High'
6.6,6.9,7.7,12,128.72872,6,1,31.248,31.248,'High'
6,7.636,8.091,12,128.72872,6,1,31.248,31.248,'High'
6.091,7.182,7.909,12,128.72872,6,1,31.248,31.248,'High'
5,6.7,7.5,12,128.72872,6,1,31.248,31.248,'High'
5.636,6.909,7.545,12,128.72872,6,1,31.248,31.248,'High'
6.455,7,7.455,12,128.72872,6,1,31.248,31.248,'High'
4.7,7.1,9.2,12,128.72872,6,1,31.248,31.248,'High'
14,14.636,14,12,128.72872,6,1,31.248,31.248,'High'
5.6,6,6.5,12,128.72872,6,1,31.248,31.248,'High'
3.636,5,5.455,12,128.72872,6,1,31.248,31.248,'High'
3.909,5,5.636,12,128.72872,6,1,31.248,31.248,'High'
4.5,4.9,5.6,12,128.72872,6,1,31.248,31.248,'High'
3.455,5,5.727,12,128.72872,6,1,31.248,31.248,'High'
3.909,5.273,5.818,12,128.72872,6,1,31.248,31.248,'High'
3.4,5.1,6.2,12,128.72872,6,1,31.248,31.248,'High'
7.364,9.545,11.727,12,128.72872,6,1,31.248,31.248,'High'
8.636,8.727,7.909,12,128.72872,6,1,31.248,31.248,'High'
3.9,5.3,5.9,12,128.72872,6,1,31.248,31.248,'High'
4.091,5.364,5.909,12,128.72872,6,1,31.248,31.248,'High'
4.545,5,5.545,12,128.72872,6,1,31.248,31.248,'High'
3.3,4.7,5.5,12,128.72872,6,1,31.248,31.248,'High'
5.545,6.818,7.818,12,128.72872,6,1,31.248,31.248,'High'
6.5,7.3,8,12,128.72872,6,1,31.248,31.248,'High'
5.636,8.091,9.364,12,128.72872,6,1,31.248,31.248,'High'
8.455,9.273,10.364,12,128.72872,6,1,31.248,31.248,'High'
7.7,10.8,12.8,12,128.72872,6,1,31.248,31.248,'High'
14.091,14.455,14.182,12,128.72872,6,1,31.248,31.248,'High'
10.9,11.2,12.2,12,128.72872,6,1,31.248,31.248,'High'
12.636,13.636,14.364,12,128.72872,6,1,31.248,31.248,'High'
16,15.3,15.4,12,128.72872,6,1,31.248,31.248,'High'
10.636,11.364,11.364,12,128.72872,6,1,31.248,31.248,'High'
9.364,8.909,8.909,12,128.72872,6,1,31.248,31.248,'High'
6,7.6,7.9,12,128.72872,6,1,31.248,31.248,'High'
4.364,5.909,6.364,12,128.72872,6,1,31.248,31.248,'High'
4.545,5,5.727,12,128.72872,6,1,31.248,31.248,'High'
